1251-713 12 54 59.9162 -71 38 18.413 19.2 1993.4770  46  47 66  65  33  -24  +23  02 122 02 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
1253-055 12 56 11.1690 -05 47 21.532 17.2 2002.9906  37  41 30  29  08  +37  -06  15  61 11 4.05 2.29 0.00  0.00  0.00  0.00 1.6 m
1255-316 12 57 59.0607 -31 55 16.894 17.9 1999.6640  32  38 20  06  16  -01  -41 104  49 05 3.10 2.20 1.27  0.15  1.26  0.08 1.6 m
1257+145 13 00 20.9155 +14 17 18.440 18.0 2001.3270 110 114 20  08  05  -48  -90  00  00 01 2.06 0.69 1.40  0.23  0.06  1.38 0.6 m
1302-102 13 05 33.0142 -10 33 19.456 15.7 2000.0309  26  26 50  46  13  -11  -28  51  49 18 2.82 0.20 1.04  0.36  0.97  0.10 1.6 m
1307+121 13 09 33.9344 +11 54 24.559 17.1 2000.4491  25  24 57  49  12  +28  +06  30  58 07 3.58 2.68 1.33  1.29  0.30  0.09 1.6 m
1313-333 13 16 07.9828 -33 38 59.156 18.0 2003.5679  14  14 23  14  20  -39  +16  16  31 05 3.91 2.18 0.68  0.56  0.28  0.26 1.6 m
1320-446 13 23 04.2480 -44 52 33.793 19.2 2000.6924  30  30 41  33  38  +23  +59  31  33 09 9.99 9.99 1.18  0.57  0.97  0.34 1.6 m
1329-665 13 32 37.5059 -66 46 50.350 19.0 1998.3340  07  07 54  36  37  -68  +97  03  04 02 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
1334-127 13 37 39.7838 -12 57 24.659 17.1 2000.3493  36  34 42  59  08  +15  +34  15  04 03 1.86 1.41 1.09  1.01  0.37  0.20 0.6 m
1349-439 13 52 56.5330 -44 12 40.416 17.6 1996.6245  32  32 40  40  40  -20  -28  24  33 08 9.99 9.99 1.40  0.49  1.25  0.41 1.6 m
1354-152 13 57 11.2438 -15 27 28.779 17.9 2002.2949  95  95 45  44  12  -17  +07  04  09 02 1.68 1.46 1.59  0.01  1.44  0.67 0.6 m
1355-416 13 59 00.1862 -41 52 52.643 15.9 1998.7863  19  19 40  42  30  +32  -10  14  25 12 9.99 9.99 0.59  0.58  0.12  0.01 1.6 m
1402-012 14 04 45.8991 -01 30 21.909 18.2 2003.8639  25  25 15  18  09  +53  +40  60  19 07 2.38 0.81 0.15  0.12  0.01  0.09 1.6 m
1402+044 14 05 01.1199 +04 15 35.823 18.3 2000.5845  22  20 17  55  07  +02   +4  00  00 01 3.30 1.68 2.01  1.82  0.21  0.83 0.6 m
1406-076 14 08 56.4809 -07 52 26.691 18.9 1999.9086  53  55 33  46  12  -05  -24  72  85 06 2.11 2.20 0.61  0.28  0.54  0.06 1.6 m
1413+135 14 15 58.8195 +13 20 23.659 19.7 2001.6220  47  47 55  44  10  +29  -52  00  00 01 1.80 2.77 0.00  0.00  0.00  0.00 1.6 m
1416+067 14 19 08.1809 +06 28 34.790 17.0 2000.5846  48  45 33  30  06  +11  -13  16  37 04 2.87 1.80 0.61  0.44  0.32  0.27 0.6 m
1424+240 14 27 00.3940 +23 48 00.024 15.1 2001.4271  18  19 48  28  07  +29  -11  32  13 12 2.14 0.81 2.24  1.98  1.05  0.05 1.6 m
1424-418 14 27 56.3006 -42 06 19.433 18.2 1998.6790  30  30 44  45  46  +33  +04  42  60 17 2.54 2.18 0.74  0.73  0.11  0.05 1.6 m
1430-178 14 32 57.6837 -18 01 35.307 18.1 2000.4573  57  55 49  53  12  -98  -58  72 101 02 3.87 1.83 0.89  0.87  0.07  0.18 1.6 m
1435-218 14 38 09.4680 -22 04 54.731 18.5 1999.2050  42  40 41  74  18  -19  +17  70  72 11 9.99 9.99 2.59  1.52  0.28  2.08 1.6 m
1442+101 14 45 16.4686 +09 58 36.166 18.0 2000.3929  47  51 23  16  14  +50  +93  53  11 05 3.47 3.03 1.02  0.37  0.03  0.95 1.6 m
1443-162 14 45 53.3760 -16 29 01.645 19.3 2000.8801  65  64 61  60  18  -04  -26  68  69 09 2.83 1.60 0.00  0.00  0.00  0.00 1.6 m
1445-161 14 48 15.0543 -16 20 24.510 18.8 2001.7448  51  57 54  45  18   +1  +38  75  50 06 3.64 2.11 0.73  0.25  0.60  0.33 1.6 m
1451-375 14 54 27.4116 -37 47 33.147 17.5 2002.0029  30  32 50  51  43  +21  -02  48  35 19 2.27 1.68 0.72  0.70  0.15  0.11 1.6 m
1451-400 14 54 32.9144 -40 12 32.525 17.6 1999.6640  39  41 45  48  34  +23  -10  68  41 04 3.19 3.76 1.87  0.18  1.05  1.54 1.6 m
1502+106 15 04 24.9803 +10 29 39.186 18.2 2002.5914  33  33 57  67  07  +07  -12  38  43 06 2.53 1.56 1.09  0.33  0.77  0.70 0.6 m
1502+036 15 05 06.4797 +03 26 30.793 18.5 2000.2651  18  18 43  50  18  +36  -20  00  00 01 1.56 0.20 0.51  0.50  0.09  0.08 1.6 m
1504-166 15 07 04.7862 -16 52 30.267 20.2 2000.2620  25  25 48  41  20  -10  +00  12  16 02 3.19 0.81 1.34  1.18  0.07  0.63 1.6 m
1510-089 15 12 50.5315 -09 05 59.839 17.5 1999.3872  13  13 48  36  21  -21  -09  18  10 07 3.46 0.00 0.63  0.54  0.30  0.10 1.6 m
1511-100 15 13 44.8898 -10 12 00.241 18.2 2001.8819  15  16 50  55  19  -53  +23  38  32 16 3.32 1.00 0.84  0.24  0.23  0.77 1.6 m
1514+197 15 16 56.7948 +19 32 12.955 17.9 2002.8971  43  42 40  40  05  -19  -37  49  45 06 1.60 1.29 1.63  1.00  0.18  1.28 0.6 m
1514-241 15 17 41.8171 -24 22 19.478 16.3 2002.5865  16  16 45  35  22  +54  -01  35  21 15 4.33 2.61 1.14  0.81  0.76  0.24 1.6 m
1519-273 15 22 37.6776 -27 30 10.806 18.6 2003.5119  19  19 55  41  21  +21  -20  49  24 14 1.41 0.00 0.33  0.01  0.30  0.14 1.6 m
1532+016 15 34 52.4514 +01 31 04.291 19.5 1999.2645  75  83 25  61  17  -33  +84  07  23 05 4.13 2.20 0.00  0.00  0.00  0.00 1.6 m
1538+149 15 40 49.4928 +14 47 45.902 17.9 1999.4239  30  30 45  29  09  +18  +17  34  11 05 2.09 1.92 1.19  0.85  0.65  0.51 0.6 m
1546+027 15 49 29.4416 +02 37 01.089 17.5 1999.3708  35  36 55  33  16  +71  -73  36  36 06 3.05 1.86 0.69  0.42  0.52  0.18 1.6 m
1540-828 15 50 59.1712 -82 58 06.700 18.8 2006.3237  35  45 61  42  24  +49 +141  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
1549-790 15 56 58.8697 -79 14 04.311 17.9 2002.2662  41  39 39  48  29  +00  -29  44  68 24 9.99 9.99 1.88  1.23  0.88  1.12 1.6 m
1555+001 15 57 51.4306 -00 01 50.446 18.8 2006.3290  28  27 24  78  19  -50  -32  55  71 07 2.53 1.64 0.94  0.80  0.41  0.27 1.6 m
1555-140 15 58 21.9547 -14 09 59.093 18.3 2004.5926 103 103 57  56  29  +74  -20  95  94 02 3.97 2.99 3.13  2.68  1.61  0.18 0.6 m
1600-445 16 04 31.0254 -44 41 31.988 20.2 1999.2301  34  35 27  34  41  +56  -34  43  19 02 2.64 2.64 1.73 -1.00 -1.00 -1.00 1.6 m
1604-333 16 07 34.7601 -33 31 08.932 19.1 1999.2793  54  59 41  43  42  -28  -19  42  44 05 9.99 9.99 1.84  1.58  0.92  0.22 1.6 m
1606+106 16 08 46.2065 +10 29 07.804 17.6 1997.0911  36  36 31  26  12  +48  +28  41  58 04 2.36 0.69 1.71  0.86  1.48  0.09 1.6 m
1614+051 16 16 37.5551 +04 59 32.786 18.6 2001.3955  72  73 23  21  15  -25  +49  85  37 03 2.99 0.69 2.78  0.64  1.84  1.99 1.6 m
1610-771 16 17 49.2765 -77 17 18.480 17.9 1998.2215  35  37 50  49  25  +00  -12  67  58 19 9.99 9.99 0.98  0.19  0.96  0.05 1.6 m
1616+063 16 19 03.6861 +06 13 02.288 18.6 2000.7682  48  46 26  24  15  -22  +44  70  54 10 2.61 1.60 0.23  0.11  0.02  0.20 1.6 m
1619-680 16 24 18.4388 -68 09 12.469 16.9 2001.8936  11  11 41  55  37  +09  +29  50  37 14 9.99 9.99 0.42  0.37  0.04  0.20 1.6 m
1622-297 16 26 06.0227 -29 51 26.950 17.8 2002.9246  12  12 35  37  34  +24  +20  38  29 18 3.25 2.60 1.73 -1.00 -1.00 -1.00 1.6 m
1647-296 16 50 39.5448 -29 43 46.959 20.3 1998.3288  50  20 49  36  48  +08  -04  00  00 01 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
1655+077 16 58 09.0148 +07 41 27.602 19.4 1999.2330  12  12 32  44  22  +49  +61   5  20 03 3.64 2.89 0.54  0.17  0.02  0.51 1.6 m
1656+053 16 58 33.4456 +05 15 16.404 17.4 1997.0665  23  23 60  54  23  -25  -40  31  92 06 3.40 2.74 0.80  0.76  0.24  0.01 1.6 m
1657-261 17 00 53.1538 -26 10 51.686 18.0 2003.0447  15  15 46  41  46  -03  +38  19  14 14 1.56 0.69 1.73 -1.00 -1.00 -1.00 1.6 m
1705+018 17 07 34.4166 +01 48 45.646 18.4 2001.0832  50  51 40  37  25  +20  -53  65  38 15 2.42 0.81 0.00  0.00  0.00  0.00 1.6 m
1706-174 17 09 34.3402 -17 28 53.345 19.1 1996.6619 128 103 57  44  30  -73  +19  27  58 03 2.36 1.23 1.73 -1.00 -1.00 -1.00 1.6 m
1717+178 17 19 13.0492 +17 45 06.453 18.0 1996.1276  36  35 58  46  21  +10  +16  15  62 05 2.68 0.00 1.29  1.08  0.49  0.50 1.6 m
1718-649 17 23 41.0272 -65 00 36.708 16.7 1999.3395  19  19 40  47  49  -16  -92  14  30 05 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
1725+044 17 28 24.9530 +04 27 04.861 17.8 2000.6518  35  35 43  39  42  +03  -53  33  31 16 2.77 1.35 0.00  0.00  0.00  0.00 1.6 m
1730-130 17 33 02.7046 -13 04 49.610 18.4 2003.7817  13  13 50  38  32  -17  -62  55  53 12 2.73 2.78 2.49  0.88  0.17  2.32 1.6 m
1733-565 17 37 35.7595 -56 34 03.248 17.4 1998.3694  21  26 37  59  52  -90  -93  34  32 08 9.99 9.99 1.31  0.81  1.03  0.05 1.6 m
1741-038 17 43 58.8586 -03 50 04.641 18.0 2002.1034  45  45 44  46  31  +36  -24  49  58 17 2.23 0.00 0.95  0.86  0.40  0.10 1.6 m
1743+173 17 45 35.1986 +17 20 01.459 16.6 1996.5680  79  88 42  47  32 -138  +35  00  00 01 2.64 1.46 1.88  0.53  1.38  1.16 1.6 m
1749+096 17 51 32.8193 +09 39 00.752 17.0 1999.8252  23  23 48  44  35  +10  +23  28  13 06 1.76 1.23 0.90  0.26  0.51  0.69 1.6 m
1758-651 18 03 23.4917 -65 07 36.787 17.5 1999.3204  45  46 44  46  38  -30  -24  51  17 03 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
1815-553 18 19 45.4015 -55 21 20.778 19.3 2006.3292  48  39 35  26  34  +16  -32  40  70 04 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
1821+107 18 24 02.8577 +10 44 23.860 17.7 1996.8114  21  21 42  41  48  +35  +85  17  32 07 3.59 1.00 1.27  1.06  0.51  0.47 1.6 m
1831-711 18 37 28.7155 -71 08 43.497 17.0 2003.3467  15  15 49  41  24  +02  +57  22  52 07 9.99 9.99 0.73  0.63  0.27  0.24 1.6 m
1908-201 19 11 09.6574 -20 06 55.119 17.6 1999.6079  26  26 56  46  45  +63  -10  48  45 08 2.50 2.04 0.13  0.04  0.12  0.02 1.6 m
1903-802 19 12 40.0155 -80 10 06.031 17.9 2003.2345  27  29 21  32  20  -09  -84  95  52 06 9.99 9.99 0.83  0.68  0.10  0.46 1.6 m
1920-211 19 23 32.1881 -21 04 33.364 17.8 1999.1200  21  21 43  40  39  -24  -30  20  32 06 2.18 0.40 2.97  0.13  1.01  2.79 1.6 m
1921-293 19 24 51.0562 -29 14 30.154 17.4 2003.4685  13  13 46  39  40  +03  -33  22  17 40 3.21 3.28 0.00  0.00  0.00  0.00 1.6 m
1925-610 19 30 06.1603 -60 56 09.173 19.2 1996.8342  19  19 51  88  20  +01  +10  67  33 05 9.99 9.99 1.22  0.18  0.87  0.84 1.6 m
1933-400 19 37 16.2196 -39 58 01.511 17.9 1999.6978  17  17 53  58  26  +25  +42  51  34 11 1.16 1.64 0.63  0.16  0.25  0.56 1.6 m
1934-638 19 39 25.0384 -63 42 45.659 18.4 2003.4488  41  41 21  31  20  +77  -33  53  92 03 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
1936-155 19 39 26.6575 -15 25 43.069 18.9 2000.5312  48  47 48  42  34  -03  -10  65  36 14 2.40 1.64 1.17  0.70  0.93  0.11 1.6 m
1937-101 19 39 57.2566 -10 02 41.537 17.3 2000.9543  31  32 46  36  57  +01  -16  47  44 12 3.73 1.89 0.15  0.10  0.04  0.10 1.6 m
1935-692 19 40 25.5289 -69 07 56.875 17.9 2000.4899  17  17 52  48  22  +04  +96  51  41 09 9.99 9.99 0.48  0.35  0.28  0.18 1.6 m
1936-623 19 41 21.7639 -62 11 21.172 20.1 2001.6194  33  30 42  47  19  -32 -116  00  00 01 9.99 9.99 1.83  1.64  0.70  0.39 1.6 m
1954-388 19 57 59.8178 -38 45 06.310 17.7 1999.6035  21  21 33  31  29  -17  +46  18  15 06 1.89 0.40 0.32  0.13  0.01  0.29 1.6 m
1958-179 20 00 57.0924 -17 48 57.652 17.7 2000.4906  44  50 35  50  22  +27  +20  86  51 09 0.00 0.00 1.25  1.22  0.23  0.15 1.6 m
2000-330 20 03 24.1139 -32 51 45.135 18.0 1999.1201  28  28 48  44  29  -30   -2  17  47 06 4.18 1.80 1.06  0.47  0.80  0.52 1.6 m
2005-489 20 09 25.3950 -48 49 53.687 13.6 1998.6519  17  17 50  41  22  +42  +35  00  00 01 2.27 2.04 1.73  1.66  0.43  0.26 0.6 m
2008-159 20 11 15.7094 -15 46 40.294 17.4 2003.4408  13  13 54  47  22  -21  -41  22  25 06 1.86 0.91 1.61  0.82  1.37  0.23 1.6 m
2029+121 20 31 54.9950 +12 19 41.315 18.0 1995.5229  47  47 51  55  25  +10  -25  67  96 02 3.22 0.40 1.73 -1.00 -1.00 -1.00 1.6 m
2037-253 20 40 08.7732 -25 07 46.743 18.5 2004.7730  16  16 49  43  25  +04  -80  23  23 24 9.99 9.99 1.66  0.78  1.15  0.90 1.6 m
2052-474 20 56 16.3609 -47 14 47.571 17.9 1997.9427  22  22 42  37  13  +10  +56  23  32 05 3.54 1.72 0.29  0.06  0.03  0.28 1.6 m
2059+034 21 01 38.8319 +03 41 31.334 18.3 2002.0071  39  39 57  44  16  -34  +12  37  33 11 2.06 0.56 0.53  0.37  0.38  0.06 0.6 m
2058-425 21 01 59.1149 -42 19 16.155 17.9 1998.6702  17  17 46  36  16  +08  +07  48  24 04 9.99 9.99 1.46  1.05  0.67  0.76 1.6 m
2059-786 21 05 44.9480 -78 25 34.562 17.5 2006.3294  41  43 41  49  16  -40  -14  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
2106-413 21 09 33.1913 -41 10 20.656 18.7 1998.7229  19  19 20  23  18  +30  -50  66  14 05 4.43 2.29 1.03  0.82  0.20  0.59 1.6 m
2115-305 21 18 10.5967 -30 19 11.583 16.5 1999.0004  29  29 36  30  15  -12  +22  26  27 03 9.99 9.99 0.88  0.81  0.19  0.30 1.6 m
2121+053 21 23 44.5186 +05 35 22.091 18.8 1995.9510  54  60 08  08  18  +17  -02  45  29 05 2.91 0.00 2.74  2.58  0.33  0.86 1.6 m
2126-158 21 29 12.1776 -15 38 41.067 17.3 2005.6851  07  07 33  16  18  +24  -26  20  21 32 2.54 0.81 1.57  1.13  1.08  0.19 1.6 m
2128-123 21 31 35.2549 -12 07 04.839 15.9 2004.0692  09  09 65  37  17 -100  -43  53  30 39 3.99 1.95 0.00  0.00  0.00  0.00 1.6 m
2134+004 21 36 38.5855 +00 41 54.227 17.2 1997.6637  27  27 46  46  16  -11  +13  67  22 03 4.17 0.00 0.63  0.03  0.50  0.38 0.6 m
2136+141 21 39 01.3076 +14 23 36.027 18.6 2000.1564  66  62 49  34  24  -24  +34  18  31 04 2.71 1.64 0.82  0.54  0.52  0.34 1.6 m
2143-156 21 46 22.9794 -15 25 43.848 18.0 1999.8374  21  21 43  32  11  +00  +37  31  18 05 2.92 1.95 0.17  0.14  0.08  0.06 1.6 m
2144+092 21 47 10.1643 +09 29 46.678 18.0 1998.6984  81  92 47  40  26  +19  +05  39 124 03 3.69 0.20 0.81  0.50  0.57  0.28 0.6 m
2142-758 21 47 12.7406 -75 36 13.232 17.4 1997.6608  16  16 49  52  14  +38  -06  63  24 03 9.99 9.99 0.64  0.57  0.23  0.18 0.6 m
2145+067 21 48 05.4570 +06 57 38.616 16.8 1998.2693  26  27 30  22  19  -25  +11  51  63 05 2.80 1.64 0.38  0.32  0.20  0.03 1.6 m
2149-307 21 51 55.5259 -30 27 53.636 18.0 1998.3616  23  23 24  46  10  +24  +61  11  25 03 9.99 9.99 0.75  0.62  0.17  0.38 1.6 m
2150+173 21 52 24.8198 +17 34 37.836 18.8 2001.6173  12  12 27  34  22  +05  +41  33  10 03 2.50 1.83 1.13  0.85  0.50  0.55 1.6 m
2152-699 21 57 05.9846 -69 41 23.621 16.4 2001.3316  14  14 44  59  18  +21  +64  20  53 05 9.99 9.99 3.48  2.82  2.04  0.04 1.6 m
2155-152 21 58 06.2824 -15 01 09.333 18.9 1999.8682  84  87 21  26  13  +07   -6  80  62 05 3.44 1.00 2.32  1.53  1.67  0.51 1.6 m
2155-304 21 58 52.0659 -30 13 32.185 13.5 2000.6397  11  10 40  24  15  +10  -67  36  44 04 2.06 1.41 2.95  1.41  1.59  2.04 1.6 m
2204-540 22 07 43.7291 -53 46 33.817 18.3 1997.2218  25  25 30  45  12  -36   +3  36  55 05 9.99 9.99 0.40  0.19  0.32  0.14 1.6 m
2210-257 22 13 02.4992 -25 29 30.077 17.7 2002.6414  32  30 30  37  11  +16  +04  78  62 06 3.07 2.11 0.82  0.65  0.46  0.20 1.6 m
2216-038 22 18 52.0403 -03 35 36.824 17.0 1999.6030  40  40 65  39  10  +38  +55  12  27 07 3.63 0.00 2.15  2.02  0.07  0.73 0.6 m
2223-052 22 25 47.2570 -04 57 01.341 17.5 1999.0176  39  39 54  35  11  -34  +49  40  14 08 1.98 2.46 1.12  1.02  0.42  0.20 1.6 m
2227-088 22 29 40.0820 -08 32 54.477 18.3 2000.9984  43  44 27  23  10  -34  -41  28  50 05 1.72 9.99 0.56  0.32  0.12  0.44 1.6 m
2227-399 22 30 40.2770 -39 42 52.097 17.8 1999.7143  15  16 53  41  12  -18  -29  33  20 02 9.99 9.99 0.59  0.50  0.20  0.23 1.6 m
2230+114 22 32 36.4111 +11 43 50.894 16.7 1998.7012  59  55 59  47  15  +32  -09  37  38 03 3.81 3.21 1.45  0.07  1.40  0.36 0.6 m
2232-488 22 35 13.2330 -48 35 58.744 17.3 1997.6854  24  24 30  35  05  -35  +50  32  17 02 2.29 1.08 0.36  0.20  0.23  0.20 0.6 m
2233-148 22 36 34.0888 -14 33 22.169 18.3 2003.0525  56  56 26  39  07  +24  +20  42  63 12 3.77 2.31 1.13  0.91  0.67  0.01 0.6 m
2243-123 22 46 18.2346 -12 06 51.263 16.6 1999.6742  23  23 50  29  14  +38  +13  29  19 06 3.18 2.09 0.58  0.12  0.48  0.30 1.6 m
2251+158 22 53 57.7471 +16 08 53.586 16.5 1998.2971  21  21 42  37  15  -11  +25  16  32 05 3.15 2.50 0.87  0.08  0.74  0.46 1.6 m
2254+074 22 57 17.3053 +07 43 12.289 16.5 1999.3157  49  57 32  51  15  +32  -14  16  32 03 1.89 1.56 0.74  0.52  0.52  0.01 1.6 m
2254+024 22 57 17.5618 +02 43 17.498 18.1 1999.2856  57  56 33  26  10  -18  -14  19  43 05 0.81 1.86 0.00  0.00  0.00  0.00 1.6 m
2255-282 22 58 05.9652 -27 58 21.178 17.0 1997.6609  22  22 56  63  08  +29  +78  40  29 03 1.46 2.31 0.44  0.34  0.25  0.14 0.6 m
2300-683 23 03 43.5591 -68 07 37.432 17.3 2001.1039  25  25 26  32  15  -36  +25  26  77 04 9.99 9.99 1.48  1.25  0.78  0.12 1.6 m
2311-452 23 14 09.3822 -44 55 49.288 19.1 1999.7144 100  87 65  14  17  -06  -50  33  72 03 9.99 9.99 2.32  1.05  0.85  1.88 1.6 m
2312-319 23 14 48.4973 -31 38 39.445 18.2 1997.6666  50  49 63  37  05  -42  +81  13  21 02 9.99 9.99 0.53  0.26  0.12  0.45 0.6 m
2318+049 23 20 44.8519 +05 13 49.885 18.6 2000.3259  32  32 35  41  16  -70  -66  44  30 06 2.20 1.64 0.00  0.00  0.00  0.00 1.6 m
2320-035 23 23 31.9501 -03 17 05.012 17.3 2000.9302  32  32 53  31  10  -55  +10  16  38 06 3.23 2.34 0.94  0.86  0.25  0.30 1.6 m
2325-150 23 27 47.9581 -14 47 55.714 18.9 2004.6014  71  67 58  41  09  -89  +37  23  07 02 2.48 1.41 1.10  0.18  1.08  0.12 0.6 m
2326-477 23 29 17.7000 -47 30 19.084 16.7 1999.7087  17  17 32  64  08  -44  +30  68  27 05 3.70 3.16 1.20  1.11  0.21  0.39 1.6 m
2328+107 23 30 40.8525 +11 00 18.704 18.4 1998.3902  41  39 39  35  14  +03  -05  29 100 04 3.86 2.29 1.35  1.21  0.07  0.59 0.6 m
2329-162 23 31 38.6523 -15 56 57.000 17.4 1999.7171  65 119 57  35  09  -01  +10  00  00 01 3.08 2.01 1.45  1.08  0.48  0.84 1.6 m
2329-384 23 31 59.4847 -38 11 47.682 17.6 1998.6496  27  27 38  38  07 +101  -31  30  03 03 1.95 1.16 0.00  0.00  0.00  0.00 0.6 m
2331-240 23 33 55.2397 -23 43 40.695 17.8 1998.6521  45  58 51  45  06  +26  -36   1  24  2 9.99 9.99 0.00  0.00  0.00  0.00 0.6 m
2335-027 23 37 57.3355 -02 30 57.756 19.2 2000.5826  40  40 64  24  05  -53 -127  00  00  1 3.55 1.76 1.06  0.32  1.00  0.13 0.6 m
2344+092 23 46 36.8384 +09 30 45.519 17.7 2000.3260  86  76 19  26  08  -02  +03  03  05  6 3.30 2.95 0.00  0.00  0.00  0.00 1.6 m
2353-686 23 56 00.6895 -68 20 03.413 17.5 1999.9245  24  24 28  49  07  +44  +58  26  60 04 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
2355-534 23 57 53.2664 -53 11 13.722 18.7 1998.6497  43  42 55  47  14  +03  -33  00  00 01 9.99 9.99 0.58  0.00  0.52  0.25 0.6 m
2355-106 23 58 10.8790 -10 20 08.582 18.6 1998.6467  41  35 55  66  07  -50  +29  54  19 02 0.69 0.00 0.00  0.00  0.00  0.00 0.6 m
